disbursement_id,application_id,merchant_id,disbursed_amount,disbursement_date,interest_rate,term_months,repayment_schedule
96889a4f-463a-46f6-81b8-748a16bb4736,7dfa5a6a-286a-4c6b-9ea2-49e99c0385e8,c881b449-cf11-4a14-ae10-3b404623ad13,121047.77,2025-10-03,0.0836,6,MONTHLY
88e75103-7ac8-45c6-96b8-a252e6f76519,a2067452-bdfb-48fe-aba3-58ea739b49c6,a5e74fdb-4543-40c8-a828-a7cd83c1603c,156618.68,2025-10-04,0.2231,18,DAILY
5c8cbf64-1893-481a-92d9-00924c55c362,1e6de9d1-08cd-4299-9e86-ec7e5f7c2429,a5e74fdb-4543-40c8-a828-a7cd83c1603c,182728.58,2025-10-04,0.1599,18,MONTHLY
24c85f4d-a4fc-48ee-9f12-f66d15a6ec92,61691533-93f5-4279-82cc-3e769cf37aa5,c44e34a8-9fb1-4ed2-aea2-7784e0b7c1a5,19646.72,2025-10-03,0.1332,6,WEEKLY
895b7062-e36e-4011-98f2-1c3346b47c71,bf624a3f-f268-4385-aae5-c252e7aaeab7,8aa64daa-686d-4ec0-b31b-1788fd1f9256,98366.18,2025-10-03,0.1006,12,MONTHLY
2317f3b0-f5af-4769-979a-0ed3f63410bd,51d094a9-b9ae-4670-a050-047ca4793e53,417f49e6-cdde-4655-9ccb-90e7bf199e3f,84212.41,2025-10-04,0.2264,18,DAILY
44a698aa-1671-4979-9855-b7c91d9fb0ac,ed60d825-b3a7-43da-9280-896c2ed52e3b,016fc6ee-3b44-4211-8fcc-e7e35df45aa7,164282.83,2025-10-03,0.0808,6,WEEKLY
ca30138d-1c0b-4096-ab9b-7db01a163a20,cad56755-8292-4b47-ba52-3f74f6e514dc,56d0c700-f680-47bb-bd31-2e071172eae6,151595.42,2025-10-02,0.1360,18,WEEKLY
645f8248-249d-43d6-bcf1-5c1f34546ed7,113d3368-070e-4e57-b913-ed843bbed238,c9059894-6149-4850-9c49-c0b51175a4f9,29709.59,2025-10-02,0.2265,18,MONTHLY
9cc60ce6-0c50-4c02-b95f-b0c7d7ded21f,8e778a3a-f149-4a24-af9d-c9173db2d7a5,98ac8061-ff08-491e-9c1d-cd63b7212e1b,104036.05,2025-10-02,0.1633,12,WEEKLY
873a465a-fd83-436f-ade3-dc49136e9ddc,abce67dd-bfe2-436d-b786-e5d33b01e519,f31d7583-c53d-445b-b26d-d5f472b897b9,38347.47,2025-10-04,0.0941,9,MONTHLY
0460ba26-d7da-45cc-853f-16fa7fb9ab97,47ce4357-2d2d-432d-902e-ba02545d636d,24b7ed7b-26c4-48a7-8a84-1a9dc7d16d30,58638.49,2025-10-02,0.0902,6,MONTHLY
cae5e5e5-360f-41bc-a572-ce80b483792c,0bae4cc4-6624-4f07-90ba-ea27d6f3e7d2,576b09cd-7c85-4334-bd42-47759b70f749,20280.12,2025-10-04,0.2184,12,WEEKLY
b9ec4415-f594-4968-ac1a-be3925ec8992,6247edfe-eece-4617-92ff-af74a18bab91,10dc1d1d-3a22-4eca-a90f-0bbf30ab1ff7,205593.79,2025-10-02,0.2358,18,WEEKLY
90b4e5d1-3cc1-49c4-91a0-a281b3a51a30,6b96df62-4f27-45a6-b06d-9dfee9a29887,4db11eda-8a51-4e61-9c3d-d49554a4306b,197711.93,2025-10-03,0.1079,12,MONTHLY
d0acfeca-e9d5-4f97-a4c8-8c0ab656b901,4e58c847-8d20-4a83-8121-7df21cb9a225,0356f28d-6c73-42ff-8a4a-ba914e0c464e,26790.87,2025-10-04,0.2320,9,WEEKLY
d0acfeca-e9d5-4f97-a4c8-8c0ab656b901,4e58c847-8d20-4a83-8121-7df21cb9a225,0356f28d-6c73-42ff-8a4a-ba914e0c464e,26790.87,2025-10-04,0.2320,9,WEEKLY
0c971e8c-ef1f-44a6-81db-07b05b8a4c87,3e0d79d0-ddeb-499e-b2f2-08556c59c4ca,e2817d4a-99c0-4e85-9c2f-7db9bb266202,51376.56,2025-10-03,0.1736,12,WEEKLY
14a3cbcb-1c1a-438a-b177-fca62e69ac67,56325922-0ec5-420c-b9cb-2b3463d1d869,098bcd5b-0d2f-45d3-8126-8d81f454f4da,117842.27,2025-10-03,0.1263,6,DAILY
bd63bb91-e920-4047-af5d-e6e612b9fdf9,c98951ca-de6c-4e3c-9209-8a48b2f30c23,417f49e6-cdde-4655-9ccb-90e7bf199e3f,140336.33,2025-10-03,0.1100,12,MONTHLY
0d8910be-ebf2-41a2-9822-6ef11349ae68,53a5d0d8-99bf-4cf6-9181-efe2d8aa73b3,a592711b-288f-46f7-a88e-7d9ff63ceaae,91135.27,2025-10-04,0.2430,9,DAILY
c2d5d631-6308-4af1-af5e-4faaac5d3d58,a4401ff4-5109-4bd0-8669-fe245dfffe68,8aa64daa-686d-4ec0-b31b-1788fd1f9256,71139.21,2025-09-25,0.1268,18,WEEKLY
83498dff-4057-490d-9170-2f938f1fe9ac,f209d76f-326b-4565-9fac-4ac58808d897,dfc854ce-179a-4bb8-8387-b9e65798dc42,39748.68,2025-10-02,0.2136,12,MONTHLY
fb03820f-4059-40bd-a737-a1242c3a4356,4168ca22-2959-4523-bf33-90ab30a216d4,4aadd1b2-a415-4c70-881b-011131012d73,104307.35,2025-10-02,0.2343,18,MONTHLY
8201fbd2-770c-4742-bc6b-ec80ba75b9bd,fbdcab00-4286-42af-b1fa-2c35be83bf38,016fc6ee-3b44-4211-8fcc-e7e35df45aa7,10394.32,2025-10-04,0.1083,12,WEEKLY
bcfbeaea-b54b-40ff-a892-71b4585285dc,16fdbca1-1b2c-49eb-9db8-9ea1f1461bb9,37d01890-da8d-4c77-9a87-f9d552c8a08d,6203.78,2025-09-18,0.2456,6,DAILY
