application_id,merchant_id,application_date,requested_amount,loan_purpose,application_status,credit_score,processing_time
1a2d8056-30f8-48fe-94f0-df9a251fefa0,098bcd5b-0d2f-45d3-8126-8d81f454f4da,2025-10-08,245896.34,EXPANSION,PENDING,530,2025-10-08 02:48:00
ccda6994-11dc-4273-ba02-1c8887d80f22,10dc1d1d-3a22-4eca-a90f-0bbf30ab1ff7,2025-10-08,27746.53,WORKING_CAPITAL,APPROVED,447,2025-10-08 02:21:00
cb57744d-0389-4221-9a84-d6ca0cddef37,640eda7a-617c-4ec3-9ec8-4b77f1a2b5c0,2025-10-08,39769.44,EXPANSION,APPROVED,317,2025-10-08 02:37:00
1d7ade35-e081-4482-93e4-2104f00e0c97,dfc854ce-179a-4bb8-8387-b9e65798dc42,2025-10-07,221408.97,WORKING_CAPITAL,APPROVED,323,2025-10-08 02:13:00
20c5baf1-9870-4c7c-8f07-7b416c2c92c5,576b09cd-7c85-4334-bd42-47759b70f749,2025-10-08,60039.08,EQUIPMENT,PENDING,718,2025-10-08 02:05:00
bd5aa97f-109d-474d-a77a-9ab7f0da8aad,098bcd5b-0d2f-45d3-8126-8d81f454f4da,2025-10-08,242775.28,EXPANSION,APPROVED,576,2025-10-08 02:22:00
0c0e6159-9d23-46d2-9dc2-51daa3da521c,3e189aa3-e2d2-49a0-834b-50b5c5c33db2,2025-10-08,37196.24,PAYROLL,PENDING,413,2025-10-08 02:20:00
815ca23e-d5ee-4eba-a6d2-6179bee809f8,e494fcac-d87e-46c9-b01a-1179947e1c22,2025-10-07,137420.69,PAYROLL,APPROVED,592,2025-10-08 02:46:00
6ad220f7-e7d7-4663-ae55-195c01c1848c,9aa1c87c-8db2-4a9d-985b-a91e823478ad,2025-10-06,109850.17,EQUIPMENT,REJECTED,826,2025-10-08 02:43:00
440e3392-2221-47c2-8c26-128a9767bcb7,0356f28d-6c73-42ff-8a4a-ba914e0c464e,2025-10-08,227424.38,EQUIPMENT,APPROVED,575,2025-10-08 02:19:00
1394d3ea-7be2-4bd2-b8e3-610685d524a8,b22eb926-c600-4168-a4b6-111f965b1f4a,2025-10-07,206111.77,INVENTORY,APPROVED,390,2025-10-08 02:36:00
2c4da34d-cb40-422a-9bab-17848a8c2992,c9059894-6149-4850-9c49-c0b51175a4f9,2025-10-06,37004.23,EQUIPMENT,APPROVED,344,2025-10-08 02:03:00
8f0d28d4-eaa8-460b-b668-282fa15898f8,c082bdbf-48d4-4795-9b61-489ff67c5522,2025-10-08,101294.34,WORKING_CAPITAL,REJECTED,430,2025-10-08 02:53:00
1eef959a-0d6a-486c-aae6-0fa5928e8036,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,2025-10-07,129916.07,WORKING_CAPITAL,APPROVED,340,2025-10-08 02:32:00
de0a6348-d637-4a53-b25f-c77e47b4a64d,8aa64daa-686d-4ec0-b31b-1788fd1f9256,2025-10-07,83047.48,INVENTORY,APPROVED,451,2025-10-08 02:45:00
fc5947fd-de78-4a31-857c-fa5c6eed9c95,9dc06faa-6c22-48f3-8e0b-eff6a6079d7a,2025-10-06,125458.65,INVENTORY,REJECTED,451,2025-10-08 02:55:00
733b81f0-046f-4b78-accb-70e4c3692c3c,0e4c7fd8-4c3e-42f0-9011-765255de0990,2025-10-05,191533.81,PAYROLL,PENDING,321,2025-10-08 02:01:00
fba8ccdc-7a2d-46c1-85ff-8e1deb516e06,406e2076-2b6c-41f4-9249-01bd45744bea,2025-10-06,180007.73,INVENTORY,APPROVED,545,2025-10-08 02:37:00
54d43b7d-01e8-4a88-a664-10d6c594d949,1c05d0f4-0889-4c41-8123-898067ef4103,2025-10-06,193188.90,EXPANSION,APPROVED,392,2025-10-08 02:07:00
9544a5c1-57dc-4abc-a3bf-cd3a7c249209,1c05d0f4-0889-4c41-8123-898067ef4103,2025-10-07,99198.36,WORKING_CAPITAL,APPROVED,455,2025-10-08 02:52:00
1de08b67-52dc-45a6-a068-cca5c5042c88,c9059894-6149-4850-9c49-c0b51175a4f9,2025-10-07,186830.32,PAYROLL,APPROVED,844,2025-10-08 02:49:00
c8907c60-0403-4d57-81ee-edb88778ae65,24b7ed7b-26c4-48a7-8a84-1a9dc7d16d30,2025-10-08,100110.12,PAYROLL,APPROVED,644,2025-10-08 02:19:00
4e221d57-6a52-4ef9-aa70-b0a03020df09,e494fcac-d87e-46c9-b01a-1179947e1c22,2025-10-06,109188.06,INVENTORY,REJECTED,697,2025-10-08 02:15:00
ab548394-9238-49c6-99b3-72f96b30facc,4aadd1b2-a415-4c70-881b-011131012d73,2025-10-06,131187.25,INVENTORY,APPROVED,555,2025-10-08 02:27:00
c055a2fc-7b8e-4bd2-952b-832c1b51bbfc,c082bdbf-48d4-4795-9b61-489ff67c5522,2025-10-07,25208.07,INVENTORY,PENDING,387,2025-10-08 02:20:00
049a6cfa-22a1-464a-9f8a-5dbecc8147f3,4e5f2db8-b636-41c6-adf8-60900519c72d,2025-10-06,68488.79,INVENTORY,APPROVED,616,2025-10-08 02:09:00
3f9ab632-53ed-4733-9540-c6da92c5c101,417f49e6-cdde-4655-9ccb-90e7bf199e3f,2025-10-06,7949.38,WORKING_CAPITAL,APPROVED,631,2025-10-08 02:48:00
d83db0a3-e555-4ba2-8cc9-d24e20f214d7,9aa1c87c-8db2-4a9d-985b-a91e823478ad,2025-10-03,96890.15,PAYROLL,APPROVED,556,2025-10-08 02:18:00
08722e71-3d14-47e1-b10a-2259eac9e1d8,a5e74fdb-4543-40c8-a828-a7cd83c1603c,2025-10-07,113196.10,PAYROLL,APPROVED,397,2025-10-08 02:03:00
01bbb4aa-d368-4e38-8d3e-4466868f2322,264c1431-7472-4c4c-a122-de8c53ef26bd,2025-10-08,178053.29,PAYROLL,APPROVED,393,2025-10-08 02:44:00
4fcafb12-7b11-4c37-8836-9b2dfacdf55b,10dc1d1d-3a22-4eca-a90f-0bbf30ab1ff7,2025-10-06,114450.90,WORKING_CAPITAL,REJECTED,595,2025-10-08 02:00:00
1ee9dd47-e711-449c-b540-8d851d9ef01f,6d698345-2c02-496e-ae74-3082e3d2797d,2025-10-06,89929.40,EXPANSION,REJECTED,808,2025-10-08 02:16:00
0b54c009-7aae-4fba-8863-4b806af13643,0356f28d-6c73-42ff-8a4a-ba914e0c464e,2025-10-07,161107.50,WORKING_CAPITAL,PENDING,619,2025-10-08 02:10:00
f6f53ec3-bad9-4867-9aec-18c3ea4719c6,0356f28d-6c73-42ff-8a4a-ba914e0c464e,2025-10-04,26361.53,EXPANSION,APPROVED,442,2025-10-08 02:35:00
70d5881b-ba73-464c-a517-75d3e5808289,6c712b76-41c2-4393-9da6-dcbbea3f1274,2025-10-08,158943.74,PAYROLL,APPROVED,635,2025-10-08 02:22:00
70d5881b-ba73-464c-a517-75d3e5808289,6c712b76-41c2-4393-9da6-dcbbea3f1274,2025-10-08,158943.74,PAYROLL,APPROVED,635,2025-10-08 02:22:00
f1ed7357-372e-40e7-9586-44233bf0f7f1,60a0c25f-5c88-47d0-9671-64f27704d360,2025-10-07,33033.45,WORKING_CAPITAL,PENDING,775,2025-10-08 02:38:00
f7248388-2402-486e-bac0-d468bd89d3a3,417f49e6-cdde-4655-9ccb-90e7bf199e3f,2025-10-08,18176.62,WORKING_CAPITAL,PENDING,548,2025-10-08 02:33:00
8f57c237-553c-42af-a0fa-dbf16668ea99,f298a6e2-9d19-485e-9105-8428569aa9d8,2025-10-06,227306.96,EQUIPMENT,PENDING,430,2025-10-08 02:36:00
0263c9c4-6317-4190-821b-babb23d64506,e494fcac-d87e-46c9-b01a-1179947e1c22,2025-10-06,226590.11,EQUIPMENT,REJECTED,683,2025-10-08 02:00:00
1229424c-6d98-48c1-9556-3137abc95581,5d812fdb-1ad4-4763-983d-e8fa075c95f9,2025-10-08,239151.47,EQUIPMENT,APPROVED,564,2025-10-08 02:19:00
febb7d55-f047-40f1-998c-416b01cdb2a3,098bcd5b-0d2f-45d3-8126-8d81f454f4da,2025-10-08,244725.00,EXPANSION,APPROVED,524,2025-10-08 02:54:00
79a88cdc-c228-4de9-8cc3-793dadb2083d,f298a6e2-9d19-485e-9105-8428569aa9d8,2025-10-08,86559.59,WORKING_CAPITAL,PENDING,811,2025-10-08 02:46:00
dc93fadc-34d6-4a2d-a7bf-95a9e00f4521,098bcd5b-0d2f-45d3-8126-8d81f454f4da,2025-10-08,68570.88,EQUIPMENT,APPROVED,731,2025-10-08 02:05:00
566cfdfb-107b-4ea6-9405-dcef704666ef,fef52cda-abe6-465d-978f-fe4eb71cf22a,2025-10-07,190431.26,EQUIPMENT,APPROVED,429,2025-10-08 02:52:00
1374aa6c-095c-41db-9a9d-b5fd1e0a9dc0,4fd48356-4141-4dd0-b8f8-32c03ae18102,2025-10-08,129800.05,EXPANSION,REJECTED,696,2025-10-08 02:59:00
2b206381-c00f-485c-b2ad-27a0f2724671,6d698345-2c02-496e-ae74-3082e3d2797d,2025-10-08,72635.18,EQUIPMENT,PENDING,752,2025-10-08 02:56:00
99cd32d6-337d-43b8-af07-f430adbb7604,dfc854ce-179a-4bb8-8387-b9e65798dc42,2025-10-07,198576.19,INVENTORY,APPROVED,778,2025-10-08 02:53:00
2e5c562f-43c6-4ecc-a292-a4a5f8d8e793,640eda7a-617c-4ec3-9ec8-4b77f1a2b5c0,2025-10-05,93593.38,PAYROLL,PENDING,411,2025-10-08 02:51:00
e24a2ecd-1338-4475-9704-8878bf936c53,8aa64daa-686d-4ec0-b31b-1788fd1f9256,2025-10-07,243520.81,EXPANSION,PENDING,620,2025-10-08 02:55:00
63d6ce86-b322-4c71-a5d2-7f7686a9fe7f,098bcd5b-0d2f-45d3-8126-8d81f454f4da,2025-10-02,220282.76,WORKING_CAPITAL,APPROVED,456,2025-10-08 02:07:00
12838c8a-00df-46c8-8e68-6f46690d26e7,576b09cd-7c85-4334-bd42-47759b70f749,2025-10-07,153127.31,EXPANSION,APPROVED,467,2025-10-08 02:22:00
0785a97e-139d-4bf3-ac91-4f77de80f2c0,4fd48356-4141-4dd0-b8f8-32c03ae18102,2025-10-02,166681.58,INVENTORY,APPROVED,589,2025-10-08 02:41:00
fe3d58bf-2937-4f44-a0f8-5ec4df74b08e,f31d7583-c53d-445b-b26d-d5f472b897b9,2025-10-06,125799.12,WORKING_CAPITAL,PENDING,382,2025-10-08 02:33:00
8ca2ae17-f93f-42ae-9087-e598a2acdbc0,1c05d0f4-0889-4c41-8123-898067ef4103,2025-10-07,62207.92,PAYROLL,PENDING,594,2025-10-08 02:32:00
c949b611-fcd1-4300-bc30-adccf9a6899b,c082bdbf-48d4-4795-9b61-489ff67c5522,2025-09-30,72920.72,EQUIPMENT,REJECTED,849,2025-10-08 02:01:00
e832d9f3-eb1d-4a6b-adde-2bd154133a0b,3d7f62f1-29a7-4818-99bd-189e2921e8e7,2025-10-07,205056.88,WORKING_CAPITAL,REJECTED,486,2025-10-08 02:05:00
94f744b3-c67a-4a68-a9c2-ea1c17203618,c881b449-cf11-4a14-ae10-3b404623ad13,2025-10-06,188689.21,INVENTORY,PENDING,490,2025-10-08 02:15:00
800f948f-f0d1-4605-9876-17982dc3c19a,6d698345-2c02-496e-ae74-3082e3d2797d,2025-09-29,187273.67,WORKING_CAPITAL,APPROVED,304,2025-10-08 02:52:00
6ac4b894-dc8b-4a7e-8a76-fa3f1759e28b,f31d7583-c53d-445b-b26d-d5f472b897b9,2025-10-06,218712.29,WORKING_CAPITAL,APPROVED,359,2025-10-08 02:12:00
76e37a15-89a3-46d1-81f6-4e94524d886e,ee484148-eea5-46f5-b5d2-4d3a99c3363c,2025-10-06,114446.84,INVENTORY,REJECTED,350,2025-10-08 02:05:00
b5ecdf26-e113-4178-b36c-a8b9d43dec01,e2817d4a-99c0-4e85-9c2f-7db9bb266202,2025-10-08,77964.44,INVENTORY,REJECTED,419,2025-10-08 02:15:00
3964bc12-6127-47a4-b522-deaf6521b2c3,c9059894-6149-4850-9c49-c0b51175a4f9,2025-10-06,206545.74,INVENTORY,APPROVED,724,2025-10-08 02:02:00
6b92348a-5124-47ef-b3ee-6208b38d7494,98ac8061-ff08-491e-9c1d-cd63b7212e1b,2025-10-08,191337.11,PAYROLL,REJECTED,352,2025-10-08 02:46:00
bd5327c2-f1a4-40a3-8ed1-93eece53ff30,640eda7a-617c-4ec3-9ec8-4b77f1a2b5c0,2025-10-06,119331.54,INVENTORY,APPROVED,673,2025-10-08 02:58:00
50f37459-d066-4f0d-acf8-d0599edeb368,016fc6ee-3b44-4211-8fcc-e7e35df45aa7,2025-10-07,88477.90,INVENTORY,APPROVED,469,2025-10-08 02:45:00
50f37459-d066-4f0d-acf8-d0599edeb368,016fc6ee-3b44-4211-8fcc-e7e35df45aa7,2025-10-07,88477.90,INVENTORY,APPROVED,469,2025-10-08 02:45:00
21213df4-5949-4bdf-945f-2f3ace19a6be,9dc06faa-6c22-48f3-8e0b-eff6a6079d7a,2025-10-06,217470.94,WORKING_CAPITAL,APPROVED,303,2025-10-08 02:30:00
5b7fcc4a-f40f-45a9-ae4a-f49dcdb2e482,4aadd1b2-a415-4c70-881b-011131012d73,2025-10-06,60540.91,EQUIPMENT,PENDING,725,2025-10-08 02:06:00
5b7fcc4a-f40f-45a9-ae4a-f49dcdb2e482,4aadd1b2-a415-4c70-881b-011131012d73,2025-10-06,60540.91,EQUIPMENT,PENDING,725,2025-10-08 02:06:00
e7c6c3f1-6e4a-4e71-ad09-4fc5a8444a71,ee484148-eea5-46f5-b5d2-4d3a99c3363c,2025-10-06,120145.51,WORKING_CAPITAL,REJECTED,432,2025-10-08 02:57:00
1f1104e7-d33d-46ae-8e55-d2bb14f5b3b8,98ac8061-ff08-491e-9c1d-cd63b7212e1b,2025-10-07,66571.98,WORKING_CAPITAL,APPROVED,423,2025-10-08 02:34:00
0c0ea2a4-0191-41bd-afb1-c4cfd16074a3,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,2025-10-02,142116.26,EXPANSION,PENDING,307,2025-10-08 02:11:00
1930153a-51c7-494e-8eaf-fe65bbde04f2,a592711b-288f-46f7-a88e-7d9ff63ceaae,2025-10-06,94752.42,INVENTORY,APPROVED,812,2025-10-08 02:02:00
3d707936-29f9-4d5c-8fbe-dfca8a983d5a,417f49e6-cdde-4655-9ccb-90e7bf199e3f,2025-10-07,52567.89,EQUIPMENT,APPROVED,518,2025-10-08 02:56:00
64f23734-46c1-4031-9133-62b693e0dbb8,9dc06faa-6c22-48f3-8e0b-eff6a6079d7a,2025-10-08,100722.25,EQUIPMENT,PENDING,693,2025-10-08 02:38:00
438e5cab-83d9-4132-a189-556b538a9080,0356f28d-6c73-42ff-8a4a-ba914e0c464e,2025-10-06,120679.15,EXPANSION,APPROVED,753,2025-10-08 02:43:00
8a069396-21e6-4bc5-8f0b-4f1b8250bed5,37d01890-da8d-4c77-9a87-f9d552c8a08d,2025-10-08,146625.73,WORKING_CAPITAL,REJECTED,673,2025-10-08 02:44:00
7b077735-6c13-45db-b7c5-8fb3adebb4ff,06251a80-1597-49bb-b792-424501228af5,2025-10-07,224189.03,INVENTORY,REJECTED,697,2025-10-08 02:04:00
78771250-35eb-4451-a70f-ad62736d1124,1c05d0f4-0889-4c41-8123-898067ef4103,2025-10-07,16373.06,EXPANSION,REJECTED,835,2025-10-08 02:49:00
8035370f-c603-4e54-aa64-e5811255aa73,9dc06faa-6c22-48f3-8e0b-eff6a6079d7a,2025-10-08,177189.99,WORKING_CAPITAL,APPROVED,527,2025-10-08 02:36:00
4a45140e-4452-4f23-b0b7-6d868ad09c38,6d176db0-5b63-4501-9d7f-9ea20e932f67,2025-10-08,10778.35,EQUIPMENT,APPROVED,409,2025-10-08 02:47:00
421bec0b-89d1-40ec-8450-343a23e8df0b,016fc6ee-3b44-4211-8fcc-e7e35df45aa7,2025-10-07,215247.16,INVENTORY,PENDING,403,2025-10-08 02:23:00
05d081e0-6d1a-42f6-b73c-8711d134d2cf,c082bdbf-48d4-4795-9b61-489ff67c5522,2025-10-06,139762.13,WORKING_CAPITAL,APPROVED,597,2025-10-08 02:25:00
19289827-6aba-4116-bc8a-7c75e8cd2fc8,37d01890-da8d-4c77-9a87-f9d552c8a08d,2025-10-08,80915.26,INVENTORY,PENDING,303,2025-10-08 02:20:00
d4a34558-94da-4779-bb9b-d0f8dbebe618,98ac8061-ff08-491e-9c1d-cd63b7212e1b,2025-10-07,108049.72,PAYROLL,APPROVED,459,2025-10-08 02:31:00
6dea0389-2f6e-4138-a043-ee9eb5aa948e,640eda7a-617c-4ec3-9ec8-4b77f1a2b5c0,2025-10-08,83414.04,INVENTORY,PENDING,645,2025-10-08 02:20:00
5165c7fe-0d2b-4b18-a4f2-0219568ef678,3d7f62f1-29a7-4818-99bd-189e2921e8e7,2025-10-01,227363.81,WORKING_CAPITAL,APPROVED,400,2025-10-08 02:08:00
62d4260a-543a-4901-ba16-27a0f335a4d0,98ac8061-ff08-491e-9c1d-cd63b7212e1b,2025-10-06,29123.28,INVENTORY,APPROVED,458,2025-10-08 02:24:00
184cc44d-d04a-43ae-97fe-cf83d371121b,4aadd1b2-a415-4c70-881b-011131012d73,2025-10-08,184916.24,EXPANSION,PENDING,602,2025-10-08 02:50:00
b20ba4ff-ffc8-4313-87ea-d608866af1fa,24b7ed7b-26c4-48a7-8a84-1a9dc7d16d30,2025-10-07,194066.96,WORKING_CAPITAL,APPROVED,773,2025-10-08 02:29:00
1f90d95b-3a54-4aef-837b-13462347e9bf,016fc6ee-3b44-4211-8fcc-e7e35df45aa7,2025-10-08,117869.68,INVENTORY,PENDING,812,2025-10-08 02:29:00
8a2c521c-b108-4dbb-993a-0542f9bc1d85,417f49e6-cdde-4655-9ccb-90e7bf199e3f,2025-10-07,135231.87,INVENTORY,APPROVED,535,2025-10-08 02:30:00
304d17aa-505a-48fe-93df-4c5c4d888ae5,c9059894-6149-4850-9c49-c0b51175a4f9,2025-10-08,134868.69,INVENTORY,APPROVED,752,2025-10-08 02:18:00
91d3f99f-728f-4d33-b9e1-bc9152d59022,b22eb926-c600-4168-a4b6-111f965b1f4a,2025-10-06,117459.59,PAYROLL,PENDING,351,2025-10-08 02:10:00
6a32f63b-2c96-4162-a84c-d2b48b6e1bea,417f49e6-cdde-4655-9ccb-90e7bf199e3f,2025-10-07,172886.54,EQUIPMENT,APPROVED,451,2025-10-08 02:57:00
772ab292-68cf-426e-9e88-aba7f7c2585e,56d0c700-f680-47bb-bd31-2e071172eae6,2025-10-08,114930.25,EQUIPMENT,APPROVED,439,2025-10-08 02:00:00
1e67f915-6792-49f3-a3b1-032e7cdd33d4,c2fdb3f4-701b-4a08-869c-84174fb61288,2025-10-08,122167.53,WORKING_CAPITAL,PENDING,511,2025-10-08 02:21:00
5106e61e-a0de-4a01-b53d-f06aadc7af5a,6d698345-2c02-496e-ae74-3082e3d2797d,2025-10-06,38898.97,PAYROLL,APPROVED,523,2025-10-08 02:57:00
f322a9b2-16b9-43ce-a10c-ce0062531cbe,b22eb926-c600-4168-a4b6-111f965b1f4a,2025-10-06,17768.96,EXPANSION,REJECTED,330,2025-10-08 02:51:00
b45d9942-6692-4c46-b7b0-9c23df97a97d,56d0c700-f680-47bb-bd31-2e071172eae6,2025-10-06,171458.75,EXPANSION,PENDING,642,2025-10-08 02:49:00
4238e5f6-65ea-4744-816f-299b0a105b62,417f49e6-cdde-4655-9ccb-90e7bf199e3f,2025-10-08,173389.52,WORKING_CAPITAL,REJECTED,448,2025-10-08 02:30:00
23993b9e-6bfc-4344-88ea-ad57a9727c16,24b7ed7b-26c4-48a7-8a84-1a9dc7d16d30,2025-10-07,151064.39,INVENTORY,APPROVED,563,2025-10-08 02:49:00
9945b66a-0c1e-4420-b348-8695b5432034,a592711b-288f-46f7-a88e-7d9ff63ceaae,2025-10-07,105816.00,PAYROLL,PENDING,785,2025-10-08 02:32:00
29166304-8d21-4fe2-be71-1254f77cd161,c9059894-6149-4850-9c49-c0b51175a4f9,2025-10-07,67399.31,INVENTORY,APPROVED,378,2025-10-08 02:37:00
35cbdfda-ca42-4589-8632-811bffd82c8d,56d0c700-f680-47bb-bd31-2e071172eae6,2025-10-08,121829.93,WORKING_CAPITAL,REJECTED,433,2025-10-08 02:29:00
818240bf-6b9d-49bf-97ea-bfd25f152ecc,c44e34a8-9fb1-4ed2-aea2-7784e0b7c1a5,2025-10-06,41070.13,EQUIPMENT,PENDING,376,2025-10-08 02:53:00
