disbursement_id,application_id,merchant_id,disbursed_amount,disbursement_date,interest_rate,term_months,repayment_schedule
1219771d-371b-47d0-a8c2-0ebbafb3ca1c,bd5327c2-f1a4-40a3-8ed1-93eece53ff30,640eda7a-617c-4ec3-9ec8-4b77f1a2b5c0,108486.35,2025-10-08,0.1525,6,MONTHLY
1219771d-371b-47d0-a8c2-0ebbafb3ca1c,bd5327c2-f1a4-40a3-8ed1-93eece53ff30,640eda7a-617c-4ec3-9ec8-4b77f1a2b5c0,108486.35,2025-10-08,0.1525,6,MONTHLY
44c0f516-724f-43e2-a3cb-1fae3374e179,9544a5c1-57dc-4abc-a3bf-cd3a7c249209,1c05d0f4-0889-4c41-8123-898067ef4103,92329.36,2025-10-06,0.1008,12,WEEKLY
02f5a9a8-c2f3-4f4e-8a0b-0c84e6fc0f8a,f6f53ec3-bad9-4867-9aec-18c3ea4719c6,0356f28d-6c73-42ff-8a4a-ba914e0c464e,24164.29,2025-10-08,0.1817,12,MONTHLY
6b1609ca-50c0-486c-875c-a5717ecd012c,1930153a-51c7-494e-8eaf-fe65bbde04f2,a592711b-288f-46f7-a88e-7d9ff63ceaae,82215.32,2025-10-08,0.1644,9,DAILY
f203096a-ff4d-4704-bf6f-dcf293d72931,05d081e0-6d1a-42f6-b73c-8711d134d2cf,c082bdbf-48d4-4795-9b61-489ff67c5522,124622.86,2025-10-07,0.0825,9,MONTHLY
f6912df3-4033-4fa0-b8e6-3ee3a33bad9d,23993b9e-6bfc-4344-88ea-ad57a9727c16,24b7ed7b-26c4-48a7-8a84-1a9dc7d16d30,141238.19,2025-10-08,0.1381,6,MONTHLY
d33e5fec-8e7f-418c-ba16-bbe7c1619da6,3964bc12-6127-47a4-b522-deaf6521b2c3,c9059894-6149-4850-9c49-c0b51175a4f9,197343.84,2025-10-08,0.1433,18,DAILY
79bf2b48-d6e3-470f-93fc-2c86477da278,5106e61e-a0de-4a01-b53d-f06aadc7af5a,6d698345-2c02-496e-ae74-3082e3d2797d,35826.65,2025-10-07,0.2250,18,WEEKLY
4ecbfa06-f569-4b81-842f-1a322a3823b0,08722e71-3d14-47e1-b10a-2259eac9e1d8,a5e74fdb-4543-40c8-a828-a7cd83c1603c,108122.98,2025-10-08,0.1524,18,DAILY
4ecbfa06-f569-4b81-842f-1a322a3823b0,08722e71-3d14-47e1-b10a-2259eac9e1d8,a5e74fdb-4543-40c8-a828-a7cd83c1603c,108122.98,2025-10-08,0.1524,18,DAILY
e5f85901-4e2f-4051-9ac1-fd9d8c80c7be,1d7ade35-e081-4482-93e4-2104f00e0c97,dfc854ce-179a-4bb8-8387-b9e65798dc42,210111.96,2025-10-08,0.2334,12,DAILY
0e1d932e-c4e5-4c13-a947-102110c71cc1,54d43b7d-01e8-4a88-a664-10d6c594d949,1c05d0f4-0889-4c41-8123-898067ef4103,167279.22,2025-10-06,0.1191,12,WEEKLY
0e1d932e-c4e5-4c13-a947-102110c71cc1,54d43b7d-01e8-4a88-a664-10d6c594d949,1c05d0f4-0889-4c41-8123-898067ef4103,167279.22,2025-10-06,0.1191,12,WEEKLY
62fb63fd-5225-49a3-85ba-5fc81add8fdd,c1372bfa-d32a-40be-8b77-fc082d43690e,c082bdbf-48d4-4795-9b61-489ff67c5522,40235.40,2025-10-08,0.1789,6,WEEKLY
a6b01538-9480-4fb2-9412-6b4a1780ce81,2d6226f1-a4ae-4537-baf4-76405ec39b58,9aa1c87c-8db2-4a9d-985b-a91e823478ad,12356.63,2025-10-06,0.1805,9,WEEKLY
d41e612f-3d0d-4abc-8423-57b31ab69944,d83db0a3-e555-4ba2-8cc9-d24e20f214d7,9aa1c87c-8db2-4a9d-985b-a91e823478ad,92419.99,2025-10-07,0.1023,6,MONTHLY
8eae05b0-fa37-4420-ac6a-64a62c4e62f2,b20ba4ff-ffc8-4313-87ea-d608866af1fa,24b7ed7b-26c4-48a7-8a84-1a9dc7d16d30,183246.25,2025-10-07,0.1991,6,MONTHLY
595bbcbc-654a-43d2-8558-17995260fb11,99cd32d6-337d-43b8-af07-f430adbb7604,dfc854ce-179a-4bb8-8387-b9e65798dc42,177800.49,2025-10-08,0.1637,18,WEEKLY
0f305b93-5228-47e8-b356-24382077e065,049a6cfa-22a1-464a-9f8a-5dbecc8147f3,4e5f2db8-b636-41c6-adf8-60900519c72d,68094.73,2025-10-08,0.2088,18,WEEKLY
ebd5f712-d892-43af-b0a7-66b89ce4b38e,50f37459-d066-4f0d-acf8-d0599edeb368,016fc6ee-3b44-4211-8fcc-e7e35df45aa7,77408.37,2025-10-08,0.1723,12,WEEKLY
79a8be8a-b063-4580-b460-f35247450700,8f369151-9b85-4f09-9599-a460296cbdbe,2f5a56ec-ef1c-49d3-95a8-bb0b8551a8fd,12800.21,2025-10-07,0.1411,9,MONTHLY
a4a01613-b7ee-46e6-9ff3-93e10258c691,50f37459-d066-4f0d-acf8-d0599edeb368,016fc6ee-3b44-4211-8fcc-e7e35df45aa7,84489.37,2025-10-07,0.1612,18,DAILY
a4a01613-b7ee-46e6-9ff3-93e10258c691,50f37459-d066-4f0d-acf8-d0599edeb368,016fc6ee-3b44-4211-8fcc-e7e35df45aa7,84489.37,2025-10-07,0.1612,18,DAILY
