disbursement_id,application_id,merchant_id,disbursed_amount,disbursement_date,interest_rate,term_months,repayment_schedule
0511efbf-2886-467c-8692-144236238e47,d6c113a7-c68b-4d4d-a8cc-0ecacb1dbb91,a592711b-288f-46f7-a88e-7d9ff63ceaae,5847.58,2025-10-06,0.1117,12,MONTHLY
5d036822-1117-431b-a99e-9ea4bea0d8ff,c7e7f490-40d3-4ac7-84ad-efba40dc680b,24b7ed7b-26c4-48a7-8a84-1a9dc7d16d30,152651.69,2025-10-07,0.2414,6,MONTHLY
34a69d2e-ea60-452e-81c6-b802bf545e13,ab58d0bd-6c3d-4988-85f8-e1a84b1d7c12,e2817d4a-99c0-4e85-9c2f-7db9bb266202,12849.02,2025-09-25,0.1490,12,MONTHLY
04eaad2b-f16f-4803-9135-b506d0828ee2,b91b8027-eec5-4e3f-9de9-de322390ce57,4e5f2db8-b636-41c6-adf8-60900519c72d,201648.05,2025-10-05,0.1948,18,WEEKLY
2f1da6b5-ed45-4c37-98d1-64aad48c258c,8c8b6a79-f0e1-47ef-ab96-b4be7cda0d3c,4fd48356-4141-4dd0-b8f8-32c03ae18102,88381.05,2025-10-05,0.1256,12,DAILY
3f338302-0171-47b0-bc83-0897273a26e2,0e49e999-6ec7-4ad3-83b4-d3577e5e6a7b,4fd48356-4141-4dd0-b8f8-32c03ae18102,228573.30,2025-10-06,0.1260,18,MONTHLY
6838d1d1-9649-4105-bcc9-273133c182d3,1945cf40-124f-4efc-bc1f-cdc10d0e0f46,fef52cda-abe6-465d-978f-fe4eb71cf22a,119415.47,2025-10-07,0.1015,9,WEEKLY
7087a912-ca86-418c-9ace-fb6933a8a1fb,98605ab8-f20c-475d-8945-39c70e2612b0,c2fdb3f4-701b-4a08-869c-84174fb61288,226878.38,2025-10-06,0.2393,12,MONTHLY
4fbcb114-8675-4f33-8d4f-90c1e7412cfa,ab58d0bd-6c3d-4988-85f8-e1a84b1d7c12,e2817d4a-99c0-4e85-9c2f-7db9bb266202,12351.24,2025-10-06,0.2398,18,WEEKLY
05cd42bf-1334-4694-a8fd-743f07426abc,4d5855b1-8d51-4f2f-ba20-59ceddbdcaa1,e2817d4a-99c0-4e85-9c2f-7db9bb266202,198896.63,2025-10-07,0.1570,12,DAILY
4aca1ff7-d4da-45ac-b1c3-c7d1ac6fd1e0,f292c238-e1e4-4ca8-bfd4-94689dcdd59e,ee484148-eea5-46f5-b5d2-4d3a99c3363c,83120.69,2025-10-05,0.1454,12,DAILY
74fc9654-b9c5-4b89-b916-e7b720f2944e,aca72fdb-ed84-4989-ba80-c05fe2f6b96a,e494fcac-d87e-46c9-b01a-1179947e1c22,230041.93,2025-10-05,0.2147,9,WEEKLY
8a6dfb76-80c1-4959-b83b-5397a417eb86,54b881f6-a303-4dfc-9764-a6cea7652f50,5d812fdb-1ad4-4763-983d-e8fa075c95f9,93396.70,2025-10-06,0.2176,18,MONTHLY
5462f03d-8067-4d95-896b-812f664141c8,43cbbca1-077f-4c18-a4fb-a18d9c0ec47e,576b09cd-7c85-4334-bd42-47759b70f749,203553.38,2025-10-06,0.1957,6,DAILY
d7e44be8-c057-4af1-856c-038226c18a8f,951f859a-e178-49c4-9c2e-5a9a72f8ac74,c44e34a8-9fb1-4ed2-aea2-7784e0b7c1a5,212329.39,2025-10-07,0.1406,9,DAILY
ab78b5f8-f33c-4e19-be31-71ea46eacaa2,25450f7f-cf3e-4c25-9a2c-790161bf3052,4aadd1b2-a415-4c70-881b-011131012d73,208717.85,2025-09-19,0.1747,12,DAILY
3cb1bb71-2db4-471b-a3b4-732e20359562,f9975a90-a72b-4e7c-a5b8-e22f6d2fb9a4,6d176db0-5b63-4501-9d7f-9ea20e932f67,178586.48,2025-10-05,0.1536,18,WEEKLY
8d2d491e-7a33-497b-a71d-031c8cb4e223,2a551b0c-a553-49cd-ba8f-8d27207b07b6,ee484148-eea5-46f5-b5d2-4d3a99c3363c,24248.45,2025-10-05,0.1130,9,MONTHLY
854db407-6cf3-473a-b983-b01f9b4d0857,ff9d6563-1aee-4ff8-94e9-0494e924574c,06251a80-1597-49bb-b792-424501228af5,142796.80,2025-10-05,0.2288,9,DAILY
217cbbcf-ec4b-40e0-a202-d2e10d20249f,ea7490d6-7cff-4b67-983d-2c135e382650,06251a80-1597-49bb-b792-424501228af5,194515.76,2025-10-07,0.1351,9,DAILY
4e5bf2b5-d25d-4452-a1ff-961840d64847,9f763225-f1d0-4873-aedc-f89770bf8109,c44e34a8-9fb1-4ed2-aea2-7784e0b7c1a5,36740.46,2025-10-07,0.2097,12,DAILY
dab59625-17ea-46cd-aeaf-666a63a54939,d1110456-6c97-4bee-9648-85b2be40baf2,1c05d0f4-0889-4c41-8123-898067ef4103,120513.03,2025-10-07,0.1353,6,DAILY
dab59625-17ea-46cd-aeaf-666a63a54939,d1110456-6c97-4bee-9648-85b2be40baf2,1c05d0f4-0889-4c41-8123-898067ef4103,120513.03,2025-10-07,0.1353,6,DAILY
2cb2df44-9bf7-430d-9232-7d6eb911f27f,e553e25a-1574-4f0f-b862-7474ad4277ef,b3c84659-c8c7-44b5-9a7a-620b2839b4f8,53010.54,2025-10-05,0.1326,12,WEEKLY
80b6159b-4443-4186-878d-9bbe2ac7a909,10dcc84a-3f69-4d88-96f6-01d896a29589,10dc1d1d-3a22-4eca-a90f-0bbf30ab1ff7,68570.66,2025-10-07,0.1185,6,DAILY
503c8c56-705d-415d-85c3-cf1a7059c6d6,4bf516e9-5ae6-4ea1-b7f5-e91f3beaf7cf,c44e34a8-9fb1-4ed2-aea2-7784e0b7c1a5,222388.47,2025-10-05,0.1080,6,DAILY
8184065d-9e7b-44b3-a944-afc0f6a3d5d3,95ded122-ee91-4fe6-af64-9ebdc150509e,5d812fdb-1ad4-4763-983d-e8fa075c95f9,76802.12,2025-10-06,0.2118,9,MONTHLY
8184065d-9e7b-44b3-a944-afc0f6a3d5d3,95ded122-ee91-4fe6-af64-9ebdc150509e,5d812fdb-1ad4-4763-983d-e8fa075c95f9,76802.12,2025-10-06,0.2118,9,MONTHLY
7c5ab8ed-2906-4723-8256-ac367035d24f,0dc9d967-7857-48bb-81d3-fcec182fc48a,264c1431-7472-4c4c-a122-de8c53ef26bd,65792.05,2025-10-05,0.2133,12,DAILY
